X,Y,OBJECTID,key_crash,DateOfCrash,LocalUse,LocationRelationToRoad,LocationInNearIndicator,LocationCity,LocationCounty,LocationRoadNameOn,LocationFeetFromRoad,LocationDirectionFromRoad,LocationAtFromIndicator,LocationRoadNameAt,LocationDirectionToRoad,LocationRoadNameTo,FirstHarmfulEvent,MostHarmfulEvent,RoadClassification,RoadFeature,TrafficControlType,WeatherCondition1,WeatherCondition2,WeatherContributedToCrash,UpdateDate,Crash_Date_Day,Crash_Date_DOW,Crash_Date_DOW_Num,Crash_Date_Hour,Crash_Date_Month,Crash_Date_Month_Num,Crash_Date_Year,drivers,passengers,pedestrians,pedalcyclists,other_person_type,unknown_person_type,killed,type_a_injury,type_b_injury,type_c_injury,no_injury,injury_unknown,LocationLatitude,LocationLongitude
-78.6879999996307,35.7851000001063,18936,141097,2015/10/23 17:40:00+00,P15058916,Outside Trafficway,In,RALEIGH,Wake,3710 WESTERN BLVD,0,,At,GORMAN ST,E,VARSITY  DR,Pedalcyclist,Pedalcyclist,Public Vehicular Area,No Special Feature,No control present,Clear,,No,2015/10/28 19:40:31.839+00,23,Friday,6,9,October,10,2015,1,0,0,1,0,0,0,0,0,0,2,0,35.7851,-78.688
-78.6243999997605,35.8199000002093,18961,141122,2015/10/23 19:03:00+00,P15058928,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,SIX FORK RD,30,W,From,WAKE FOREST RD,W,HILLMER DR,Angle,Angle,Local Street,No Special Feature,No control present,Clear,,No,2015/10/29 21:20:07.029+00,23,Friday,6,11,October,10,2015,1,0,0,1,0,0,0,0,0,0,2,0,35.8199,-78.6244
-78.6365999998712,35.7437999997918,20026,142196,2015/11/05 07:57:00+00,P15061800,Outside Trafficway,In,RALEIGH,Wake,216 DEVILLE PL LOT 91,50,E,From,SCHENLY DR,E,MAZURKA CT,Pedalcyclist,Pedalcyclist,"Private Road, Driveway","Driveway, private",No control present,Cloudy,,No,2015/11/05 20:00:08.403+00,4,Wednesday,4,21,November,11,2015,1,0,0,1,0,0,0,0,0,1,0,1,35.7438,-78.6366
-78.6245999997771,35.8188999997965,20067,142238,2015/11/05 20:37:00+00,P15061884,Outside Trafficway,In,RALEIGH,Wake,2801 WAKE FOREST RD,250,S,From,SIX FORKS RD,S,RUCKER ST,Pedalcyclist,Pedalcyclist,Public Vehicular Area,No Special Feature,No control present,Cloudy,,No,2015/11/10 20:40:08.157+00,5,Thursday,5,10,November,11,2015,1,0,0,1,0,0,0,0,0,1,1,0,35.8189,-78.6246
-78.6459000001912,35.7815000003398,20785,142965,2015/11/14 03:32:00+00,P15063708,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WEST ST,0,,At,EDENTON ST,S,HILLSBOROGH ST,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2015/11/19 20:20:09.079+00,13,Friday,6,17,November,11,2015,1,0,0,1,0,0,0,0,0,1,1,0,35.7815,-78.6459
-78.663000000258,35.7908000003315,21219,143405,2015/11/21 01:35:00+00,P15065000,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,CAMERON ST,0,,At,OBERLIN RD,S,STAFFORD AVE,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop and go signal,Clear,,No,2015/12/01 20:40:10.132+00,20,Friday,6,15,November,11,2015,1,2,0,1,0,0,0,0,1,0,3,0,35.7908,-78.663
-78.6628000002415,35.7788999999713,22165,144362,2015/12/04 19:34:00+00,P15067553,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,ASHE AVE,100,N,From,WESTERN  BLVD,N,DEXTER RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2015/12/07 21:40:09.470+00,4,Friday,6,9,December,12,2015,1,0,0,1,0,0,0,0,1,0,1,0,35.7789,-78.6628
-78.5931000003159,35.8355999999332,22174,144371,2015/12/04 21:47:00+00,P15067582,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,NEW HOPE  CHURCH RD,0,,At,GREEN RD,SW,HUNTLEIGH DR,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2015/12/10 19:40:09.612+00,4,Friday,6,11,December,12,2015,1,2,0,1,0,0,0,0,0,1,3,0,35.8356,-78.5931
-78.6377000004114,35.7690000000604,22504,144705,2015/12/09 06:23:00+00,P15068455,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,S WILMINGTON ST,0,,At,MLK JR BLVD,N,W SOUTH ST,"Right turn, same roadway",Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Clear,,No,2015/12/09 21:40:09.390+00,8,Tuesday,3,20,December,12,2015,1,0,0,1,0,0,0,0,0,0,1,1,35.769,-78.6377
-78.6225999996117,35.8667999997566,23474,145686,2015/12/22 03:07:00+00,P15071067,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,FALLS OF COMMONS DR,206,NW,From,SPRINGFIELD COMMONS DR,NW,SPRING  FOREST RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop sign,Cloudy,,No,2015/12/28 20:40:09.710+00,21,Monday,2,17,December,12,2015,1,0,0,1,0,0,0,0,0,1,1,0,35.8668,-78.6226
-78.581599999814,35.8441999997081,23862,146080,2015/12/23 05:47:00+00,P15071332,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,LAKE RIDGE DR,0,,At,CALVARY DR,N,MILLBROOK DR,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop sign,Cloudy,,No,2016/01/04 21:20:11.016+00,22,Tuesday,3,19,December,12,2015,1,0,0,1,0,0,0,0,1,0,1,0,35.8442,-78.5816
-78.6730000001867,35.7911999998515,24441,146665,2016/01/07 04:36:00+00,P16001025,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BROOKS AVE,30,S,From,CLARK AVE,S,HILLSBOROUGH  ST,Backing up,Backing up,Local Street,No Special Feature,No control present,Clear,,No,2016/01/11 23:20:10.326+00,6,Wednesday,4,18,January,1,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.7912,-78.673
-78.6716999996301,35.7885999997738,24443,146667,2016/01/07 06:20:00+00,P16001054,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH ST,370,W,From,GARDNER ST,W,BROOKS AVE,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2016/01/12 20:40:10.986+00,6,Wednesday,4,20,January,1,2016,1,0,0,1,0,0,0,0,0,0,2,0,35.7886,-78.6717
-78.6705999999883,35.788300000345,24672,146903,2016/01/11 00:01:00+00,P16001748,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH  ST,200,E,From,GARDNER ST,E,POGUE ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2016/01/13 22:20:10.907+00,10,Sunday,1,14,January,1,2016,1,1,0,1,0,0,0,0,0,0,3,0,35.7883,-78.6706
-78.6416999998439,35.7805000003385,24893,147125,2016/01/14 03:18:00+00,P16002347,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,N MCDOWELL ST,0,,At,HILLSBOROUGH ST,N,EDENTON ST,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2016/01/19 21:40:10.940+00,13,Wednesday,4,17,January,1,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.7805,-78.6417
-78.6871999995645,35.7843000003209,25892,148133,2016/01/30 21:15:00+00,P16005326,Outside Trafficway,In,RALEIGH,Wake,3715 WESTERN BLVD,0,,At,GORMAN ST,E,VARSITY DR,Pedalcyclist,Pedalcyclist,Other*,T-intersection,No control present,Clear,,No,2016/02/01 20:20:10.990+00,30,Saturday,7,11,January,1,2016,1,0,0,1,0,0,0,0,0,0,2,0,35.7843,-78.6872
-78.781499999728,35.9125999999784,27254,149510,2016/02/19 03:25:00+00,P16009101,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,GLENWOOD  AVE,0,,At,GLENWOOD AVE,SW,BRIER CREEK PARKWAY,Pedalcyclist,Angle,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2016/02/19 22:00:11.933+00,18,Thursday,5,17,February,2,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.9126,-78.7815
-78.6636999998667,35.7779000000612,27398,149657,2016/02/20 03:03:00+00,P16009318,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BILYEU ST,0,,At,KIRBY ST,N,WESTERN  BLVD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2016/03/01 22:10:12.609+00,19,Friday,6,17,February,2,2016,1,0,0,1,0,0,0,0,1,0,1,0,35.7779,-78.6637
-78.5880999999024,35.9046000001465,28342,150613,2016/03/06 02:00:00+00,P16012120,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,DURANT RD,0,,At,FALLS RIVER AVE,W,RAVEN RIDGE RD,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2016/03/09 20:10:12.259+00,5,Saturday,7,16,March,3,2016,1,1,0,1,0,0,0,0,1,0,2,0,35.9046,-78.5881
-78.5730999995602,35.853799999664,28641,150914,2016/03/09 22:30:00+00,P16012971,Outside Trafficway,In,RALEIGH,Wake,4921 COOLRIDGE CT,217,S,From,SEDGEWICK DR,S,HYLTON DR,Pedalcyclist,Pedalcyclist,Public Vehicular Area,"Driveway, public",No control present,Clear,,No,2016/03/21 20:01:43.082+00,9,Wednesday,4,12,March,3,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.8538,-78.5731
-78.7117000002434,35.7920000001382,28820,151095,2016/03/13 22:23:00+00,P16013586,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH ST,500,E,From,YOUTH CENTER DR,E,BLUE RIDGE RD,"Sideswipe, same direction","Sideswipe, same direction",Local Street,No Special Feature,No control present,Clear,,No,2016/04/08 01:10:12.609+00,13,Sunday,1,14,March,3,2016,1,0,0,1,0,0,0,0,1,0,0,0,35.792,-78.7117
-78.6430000004005,35.7779999999623,29018,151296,2016/03/16 02:45:00+00,P16014054,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HARGETT ST,0,,At,MCDDOWELL ST,W,MARTIN ST,"Sideswipe, opposite direction","Sideswipe, opposite direction",Local Street,Four-way intersection,Stop and go signal,Clear,,No,2016/03/23 21:11:42.450+00,15,Tuesday,3,18,March,3,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.778,-78.643
-78.6453000001416,35.7885999997738,29637,151926,2016/03/24 01:39:00+00,P16015751,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,N WEST ST,0,,At,W PEACE ST,W,GLENWOOD AVE,"Left turn, same roadway",Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Clear,,No,2016/04/04 18:10:13.286+00,23,Wednesday,4,17,March,3,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.7886,-78.6453
-78.629000000141,35.7764999999007,30292,152590,2016/03/29 02:05:00+00,P16016700,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,MARTIN ST,0,,At,SWAIN ST,W,CHAVIS WAY,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop sign,Clear,,No,2016/04/13 18:00:13.309+00,28,Monday,2,18,March,3,2016,1,0,0,1,0,0,0,0,1,0,1,0,35.7765,-78.629
-78.6404999997446,35.7728000001344,30329,152627,2016/04/04 22:23:00+00,P16018027,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,S SALISBURY ST,5,S,From,W LENOIR ST,S,W SOUTH ST,Pedalcyclist,Pedalcyclist,Interstate,No Special Feature,Stop and go signal,Clear,,No,2016/04/05 21:00:13.036+00,4,Monday,2,14,April,4,2016,1,0,0,1,0,0,0,0,1,0,1,0,35.7728,-78.6405
-78.6147999998649,35.7798999996927,30359,152658,2016/04/05 01:30:00+00,P16018075,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,NEW  BERN AVE,5,E,From,NORTH CARVER ST.,E,RALEIGH  BLVD,Angle,Angle,Local Street,No Special Feature,Stop and go signal,Clear,,No,2016/04/11 22:10:12.907+00,4,Monday,2,17,April,4,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.7799,-78.6148
-78.5756999997752,35.7976000003218,31180,153490,2016/04/16 21:59:00+00,P16020523,Outside Trafficway,In,RALEIGH,Wake,NEW BERN AVE,100,E,From,PLAINVIEW DR,E,BEACON LAKE DR,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2016/04/20 21:00:12.947+00,16,Saturday,7,13,April,4,2016,1,0,0,1,0,0,0,0,1,0,0,0,35.7976,-78.5757
-78.6494999995906,35.7617999999413,31507,153817,2016/04/20 17:45:00+00,P16021310,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,SUMMIT AVE,0,,At,S SAUNDER ST,S,MAYWOOD AVE,Pedalcyclist,Pedalcyclist,State Secondary Route,T-intersection,Stop sign,Clear,,No,2016/04/21 18:10:13.319+00,20,Wednesday,4,9,April,4,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.7618,-78.6495
-78.7364999995995,35.8865000003629,31579,153890,2016/04/22 05:05:00+00,P16021671,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,MARVINO LN,200,E,From,PARKSTONE DR,E,COUNTRY TRL,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2016/04/25 19:10:13.289+00,21,Thursday,5,21,April,4,2016,1,0,0,1,0,0,0,0,0,0,2,0,35.8865,-78.7365
-78.6053000004266,35.8346999998739,31688,154000,2016/04/22 20:45:00+00,P16021806,Outside Trafficway,In,RALEIGH,Wake,2005 NEW HOPE CHURCH R,2,N,From,NEW HOPE CHURCH RD,N,HARROD ST,Pedalcyclist,Pedalcyclist,Public Vehicular Area,"Driveway, public",No control present,Cloudy,,No,2016/04/25 18:10:13.957+00,22,Friday,6,12,April,4,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.8347,-78.6053
-78.649200000015,35.7785999996427,31715,154027,2016/04/23 22:54:00+00,P16022064,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BOYLAN AVE,0,,At,HARGETT ST,S,MOUNTFORD AVE,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2016/04/25 19:00:13.397+00,23,Saturday,7,14,April,4,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.7786,-78.6492
-78.69440000016,35.7842000003282,32842,155172,2016/05/09 01:45:00+00,P16025192,Shoulder,In,RALEIGH,Wake,WESTERN  BLVD,175,W,From,METHOD RD,W,CHANEY RD,Pedalcyclist,Pedalcyclist,Public Vehicular Area,"Driveway, public",No control present,Clear,,No,2016/05/09 20:00:00.062+00,8,Sunday,1,17,May,5,2016,1,0,0,1,0,0,0,0,0,0,2,0,35.7842,-78.6944
-78.5817999998305,35.8603999996588,33330,155664,2016/05/16 23:58:00+00,P16026775,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,CAPITAL  BLVD,120,S,From,OAK  FOREST DR,S,SPRING  FOREST RD,"Right turn, same roadway","Right turn, same roadway",Local Street,No Special Feature,No control present,Clear,,No,2016/05/17 19:10:00.009+00,16,Monday,2,15,May,5,2016,1,0,0,1,0,0,0,0,1,0,1,0,35.8604,-78.5818
-78.6127999996995,35.8529000000508,33473,155812,2016/05/15 21:32:00+00,P16026551,Outside Trafficway,In,RALEIGH,Wake,1506 QUAIL RIDGE RD,75,S,From,QUAIL RIDGE RD,S,E MILLBROOK  RD,Pedalcyclist,Pedalcyclist,Public Vehicular Area,No Special Feature,No control present,Clear,,No,2016/05/20 17:59:59.990+00,15,Sunday,1,13,May,5,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.8529,-78.6128
-78.6176000000964,35.7802000002172,33680,156021,2016/05/21 12:10:00+00,P16027763,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILL ST,20,E,From,NEW BERN AVE,E,BOYER ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop sign,Clear,,No,2016/05/23 19:10:00.036+00,21,Saturday,7,4,May,5,2016,0,0,0,1,0,1,0,0,1,0,0,0,35.7802,-78.6176
-78.5505999999451,35.9641999998986,34220,156575,2016/05/28 17:04:00+00,P16029271,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WAKEFIELD PLANTATION D,0,,At,HONEYCHURCH ST,N,DURHAM RD,Angle,Angle,Local Street,Traffic circle/roundabout,No control present,Clear,,No,2016/06/03 19:10:01.026+00,28,Saturday,7,9,May,5,2016,1,0,0,1,0,0,0,0,1,0,1,0,35.9642,-78.5506
-78.6471000002905,35.7851999996955,34353,156710,2016/05/31 02:06:00+00,P16029689,Outside Trafficway,In,RALEIGH,Wake,410 GLENWOOD AVE,30,N,From,W NORTH ST,N,TUCKER ST,Pedalcyclist,Pedalcyclist,Public Vehicular Area,No Special Feature,No control present,Clear,,No,2016/06/06 23:09:59.857+00,30,Monday,2,18,May,5,2016,1,2,0,1,0,0,0,0,0,1,3,0,35.7852,-78.6471
-78.7351999999411,35.7741999998467,35133,157508,2016/06/10 09:59:00+00,P16031844,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BUCK JONES RD,0,,At,OLD FARM RD,S,FARM GATE RD,Pedalcyclist,Pedalcyclist,State Secondary Route,No Special Feature,No control present,Clear,,No,2016/06/10 18:10:00.516+00,10,Friday,6,1,June,6,2016,1,0,0,1,0,0,0,0,1,0,0,0,35.7742,-78.7352
-78.6948000001931,35.7621000002318,35412,157794,2016/06/14 04:39:00+00,P16032678,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,GORMAN ST,0,,At,SHIRE LN,S,AVENT FERRY RD,"Right turn, different roadways","Right turn, different roadways",Local Street,No Special Feature,Stop sign,Clear,,No,2016/06/14 19:00:00.147+00,13,Monday,2,20,June,6,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.7621,-78.6948
-78.5943999999743,35.8160999996638,35422,157804,2016/06/14 01:42:00+00,P16032648,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BRENTWOOD RD,0,,At,STONY BROOK DR,S,SKYCREST DR,Pedestrian,Pedestrian,Local Street,No Special Feature,Stop sign,Clear,,No,2016/06/17 19:00:00.890+00,13,Monday,2,17,June,6,2016,1,0,0,1,0,0,0,0,0,0,2,0,35.8161,-78.5944
-78.6019999997046,35.809399999981,35525,157907,2016/06/16 00:21:00+00,P16033066,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,YONKERS  RD,25,SE,From,N RALEIGH BLVD,SE,440,"Sideswipe, opposite direction","Sideswipe, opposite direction",Local Street,No Special Feature,Stop and go signal,Cloudy,,No,2016/06/30 20:10:00.309+00,15,Wednesday,4,16,June,6,2016,1,0,0,1,0,0,0,0,0,0,2,0,35.8094,-78.602
-78.6432999999762,35.7812999997426,36273,158667,2016/06/25 11:20:00+00,P16034973,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,S MCDOWELL ST,0,,At,W EDENTON ST,N,W JONES ST,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2016/06/30 20:00:00.197+00,25,Saturday,7,3,June,6,2016,0,0,0,1,0,1,0,0,1,0,0,0,35.7813,-78.6433
-78.7415999995721,35.748099999781,36504,158902,2016/06/30 17:54:00+00,P16035911,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,CREECH RD,0,,At,CREECH RD,S,BRENDA DR,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop and go signal,Clear,,No,2016/06/30 21:00:00.430+00,30,Thursday,5,9,June,6,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.7481,-78.7416
-78.720999999665,35.7851000001063,37675,160085,2016/07/14 19:15:00+00,P16038526,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,JONES FRANKLIN RD,50,N,From,BUCK JONES RD,N,HILLSBOROUGH  ST,"Sideswipe, same direction","Sideswipe, same direction",Local Street,No Special Feature,Stop and go signal,Clear,,No,2016/08/08 19:10:00.516+00,14,Thursday,5,11,July,7,2016,1,0,0,1,0,0,0,0,0,0,2,0,35.7851,-78.721
-78.6551999996129,35.7799999999933,38214,160629,2016/07/28 09:33:00+00,P16041067,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,W MORGAN ST,200,W,From,MAYO ST,W,TRYON HILL DR,"Sideswipe, opposite direction","Sideswipe, opposite direction",Local Street,No Special Feature,No control present,Clear,,No,2016/07/28 19:10:00.256+00,28,Thursday,5,1,July,7,2016,1,0,0,1,0,0,0,0,1,0,1,0,35.78,-78.6552
-78.637999999987,35.7779999999623,38933,161355,2016/08/08 06:07:00+00,P16043310,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,S WILMINGTON ST,50,N,From,E HARGETT ST,N,E MORGAN ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Cloudy,,No,2016/08/15 18:10:00.372+00,7,Sunday,1,22,August,8,2016,1,0,0,1,0,0,0,0,0,0,2,0,35.778,-78.638
-78.6714999996135,35.8565999997864,39210,161634,2016/08/11 23:10:00+00,P16044063,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,LEAD MINE RD,10,N,From,W MILLBROOK RD,N,LONGWOOD DR,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2016/08/12 19:00:00.240+00,11,Thursday,5,15,August,8,2016,1,0,0,1,0,0,0,0,0,1,0,1,35.8566,-78.6715
-78.6255000003007,35.7819000000248,39578,162007,2016/08/17 03:54:00+00,P16045177,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,E JONES ST,0,,At,IDLEWILD AVE,,,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop sign,Clear,,No,2016/08/17 20:10:00.369+00,16,Tuesday,3,19,August,8,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.7819,-78.6255
-78.682499999625,35.7837999998279,39645,162075,2016/08/17 19:29:00+00,P16045279,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WESTERN  BLVD,0,,At,VARSITY DR,W,GORMAN ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Clear,,No,2016/08/18 22:00:00.309+00,17,Wednesday,4,11,August,8,2016,1,0,0,1,0,0,0,0,1,0,1,0,35.7838,-78.6825
-78.6500999996403,35.7355000000307,39930,162364,2016/08/21 21:35:00+00,P16046144,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,CHAPANOKE RD,0,,At,S WILMINGTON ST,S,TRYON RD,Angle,Angle,Local Street,No Special Feature,Stop and go signal,Clear,,No,2016/08/22 21:00:00.653+00,21,Sunday,1,13,August,8,2016,1,1,0,1,0,0,0,0,0,1,2,0,35.7355,-78.6501
-78.6064999996276,35.748099999781,40033,162468,2016/08/23 03:00:00+00,P16046407,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,CREECH RD,3,S,From,ROCK QUARRY  RD,S,SLATE DR,Pedestrian,Pedestrian,Local Street,T-intersection,Stop and go signal,Clear,,Unknown,2016/08/23 19:10:00.382+00,22,Monday,2,19,August,8,2016,0,0,0,1,0,1,0,0,1,0,0,1,35.7481,-78.6065
-78.6396000001193,35.7881000000967,40326,162766,2016/08/27 19:45:00+00,P16047341,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,PEACE ST,0,,At,SEABOARD STATION DR,E,SALISBURY ST,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop sign,Clear,,No,2016/09/01 01:00:00.276+00,27,Saturday,7,11,August,8,2016,1,0,0,1,0,0,0,0,1,0,1,0,35.7881,-78.6396
-78.5554999999012,35.9444000002661,40400,162840,2016/08/28 19:10:00+00,P16047517,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WAKEFIELD CROSSING DR,,N,From,WAKEFIELD PINES DR,N,GROVE RIDGE RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop sign,Clear,,No,2016/08/29 21:10:00.369+00,28,Sunday,1,11,August,8,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.9444,-78.5555
-78.6785000001925,35.7769999996644,40990,163434,2016/09/07 04:09:00+00,P16049252,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,AVENT FERRY RD,30,S,From,CHAMPION CT,S,CENTENNIAL PKWY,"Sideswipe, same direction","Sideswipe, same direction",Local Street,No Special Feature,No control present,Clear,,No,2016/09/13 21:50:00.042+00,6,Tuesday,3,20,September,9,2016,1,0,0,1,0,0,0,0,1,0,1,0,35.777,-78.6785
-78.6569999997618,35.8559000002897,41189,163636,2016/09/10 02:24:00+00,P16049868,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,NORTH HILLS DR,40,S,From,MILLBROOK  RD,S,SHELLEY RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Clear,,No,2016/09/12 19:00:00.157+00,9,Friday,6,18,September,9,2016,1,0,0,1,0,0,0,0,0,0,2,0,35.8559,-78.657
-78.5650999997968,35.8095999997958,41230,163678,2016/09/10 16:50:00+00,P16049970,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WYCKFORD FOREST DR,5,E,From,N NEW HOPE RD,E,DILFORD DR,Angle,Angle,Local Street,T-intersection,Stop sign,Clear,,No,2016/09/12 19:00:00.816+00,10,Saturday,7,8,September,9,2016,1,0,0,1,0,0,0,0,0,0,2,0,35.8096,-78.5651
-78.5654999998299,35.809399999981,41482,163934,2016/09/14 15:17:00+00,P16050717,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,NEW HOPE  RD,0,,At,SKYCREST   DR,S,WILLOW OAK RD,"Right turn, different roadways","Right turn, different roadways",Local Street,Four-way intersection,Stop and go signal,Clear,,No,2016/09/19 20:17:00.109+00,14,Wednesday,4,7,September,9,2016,1,0,0,1,0,0,0,0,0,1,0,0,35.8094,-78.5655
-78.6406999997612,35.7338000002524,41542,163997,2016/09/09 15:04:00+00,P16049741,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HAMMOND RD,1039,N,From,TRYON RD,N,CHAPANOKE RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2016/09/17 01:17:00.157+00,9,Friday,6,7,September,9,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.7338,-78.6407
-78.6822000000493,35.7842000003282,42119,164585,2016/09/19 21:20:00+00,P16052435,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WESTERN  BLVD,4,W,From,VARSITY DR,W,GORMAN ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Rain,,No,2016/09/27 20:17:00.233+00,19,Monday,2,13,September,9,2016,1,0,0,1,0,0,0,0,0,0,1,0,35.7842,-78.6822
-78.6489000004393,35.7848999998217,42215,164682,2016/09/24 17:56:00+00,P16052799,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BOYLAN AVE,0,,At,NORTH ST,N,TUCKER ST,Angle,Angle,Local Street,Four-way intersection,No control present,Clear,,No,2016/10/07 18:50:00.467+00,24,Saturday,7,9,September,9,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.7849,-78.6489
